experiment,protocol,seed,number_of_drones,pdr_percent,e2e_delay_ms,routing_load,throughput_kbps,hop_count,collision_num,mac_delay_ms,datapacket_generated,datapacket_arrived,control_packet_num,control_packet_total,control_packet_dsdv,control_packet_backbone,control_packet_cluster,residual_energy_j,energy_consumption_j,network_lifetime_s,poi_coverage_ratio,connected_ratio,mobility_model,comm_range_m,cm_local_backup_count,backbone_local_backup_count,fallback_attempt_count,fallback_success_count,fallback_fail_already_used_count,fallback_fail_missing_target_count,fallback_fail_no_candidate_count,fallback_extra_control_packets,reclustering_rate,cluster_head_change_count,cluster_head_change_rate,cluster_head_churn_ratio,mean_cluster_size,average_tlet,cluster_lifetime,ch_lifetime,mean_cluster_tenure_rounds,mean_ch_tenure_rounds,mean_backoff_time_us,clustering_delay_ms,ch_announce_count,join_request_count,suppressed_election_count,predictor_rmse,predictor_mae,mean_topology_score,mean_backbone_connectivity_ratio,mean_bs_reachability_ratio,mean_backbone_path_preservation_ratio,mean_bs_reachability_efficiency,backbone_partition_rounds,backbone_partition_ratio,mean_energy_ratio,mean_link_quality,mean_density,mean_tlet_ratio,mean_mobility_factor,mean_poi_affinity
pilot_mdcs_seed4604_n60_v40,MWMP_DCA,4604,60,16.455696202531644,1966.0863879598662,40.123745819397996,21.56786684639889,3.1438127090301005,11116,208.36634050179214,1817,299,11997,11997,0,4976,7021,19999.96539359969,1180000.0346064004,119.999999,0.0,0.4745762711864407,GaussMarkov3D,200.0,34,523,2812,256,116,120,2590,0,119,2050,17.22689075630252,0.602691996100816,2.964949324324324,2.816005581165187,1.5093729799612152,2.267123287671233,1.4888747616020344,2.234732824427481,0.0,246.15675107445185,2368,4653,4653,77.51457964747763,70.49830264569655,0.07787475013384164,0.13090210982519515,0.08679823260680297,0.020790464016836024,0.14330434823189192,119,1.0,0.06677000307115594,0.5217272150416717,0.07655483911461668,0.0,0.9058086454461237,0.0
