experiment,protocol,seed,number_of_drones,pdr_percent,e2e_delay_ms,routing_load,throughput_kbps,hop_count,collision_num,mac_delay_ms,datapacket_generated,datapacket_arrived,control_packet_num,control_packet_total,control_packet_dsdv,control_packet_backbone,control_packet_cluster,residual_energy_j,energy_consumption_j,network_lifetime_s,poi_coverage_ratio,connected_ratio,mobility_model,comm_range_m,cm_local_backup_count,backbone_local_backup_count,fallback_attempt_count,fallback_success_count,fallback_fail_already_used_count,fallback_fail_missing_target_count,fallback_fail_no_candidate_count,fallback_extra_control_packets,reclustering_rate,cluster_head_change_count,cluster_head_change_rate,cluster_head_churn_ratio,mean_cluster_size,average_tlet,cluster_lifetime,ch_lifetime,mean_cluster_tenure_rounds,mean_ch_tenure_rounds,mean_backoff_time_us,clustering_delay_ms,ch_announce_count,join_request_count,suppressed_election_count,predictor_rmse,predictor_mae,mean_topology_score,mean_backbone_connectivity_ratio,mean_bs_reachability_ratio,mean_backbone_path_preservation_ratio,mean_bs_reachability_efficiency,backbone_partition_rounds,backbone_partition_ratio,mean_energy_ratio,mean_link_quality,mean_density,mean_tlet_ratio,mean_mobility_factor,mean_poi_affinity
pilot_ga_mp_dca_seed4605_n60_v40,MWMP_DCA,4605,60,19.034406215316316,2897.7569883381925,34.74927113702624,24.74173353951445,3.2857142857142856,11127,61.968985341273466,1802,343,11919,11919,0,4898,7021,19999.971560799688,1180000.0284392003,119.999999,0.0,0.4576271186440678,GaussMarkov3D,200.0,43,3105,764,40,7,119,728,0,119,1658,13.932773109243698,0.5163994610493656,3.0145985401459856,3.3721795179638874,1.5358592692828146,2.703256936067551,1.5396931287525017,2.715294117647059,59604.83821703565,190.9764755037851,2329,4692,4700,43.11785416164695,39.651024710432985,0.43232934113462973,0.8319371497329495,0.8067871994663195,1.0,1.0,115,0.9663865546218487,0.06676999793453155,0.5213568721741336,0.07658380789833812,0.6765978419560299,0.6943491235311274,0.0
